date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster;
2014-11-17;07:25:32,2,3,66,348,48862,0.3433,61115,0,1,9,2014-11-25,2014-11-30,2,0,1,8267,1,0,1,2,50,675,41
2014-11-17;07:25:48,2,3,66,348,48862,0.8672,61115,0,1,9,2014-11-25,2014-11-30,2,0,1,8267,1,0,1,2,50,675,72
2014-11-17;07:45:16,2,3,66,348,48862,2.5704,61115,0,0,9,2014-11-25,2014-11-30,3,0,1,7635,3,0,1,2,50,675,68
2014-11-17;07:47:55,2,3,66,348,48862,0.8672,61115,0,1,9,2014-11-25,2014-11-30,2,0,1,7635,3,0,2,2,50,675,72
2014-11-17;07:52:32,2,3,66,348,48862,0.8672,61115,0,0,9,2014-11-25,2014-11-30,2,0,1,7635,3,0,2,2,50,675,72
2014-11-22;08:43:59,2,3,66,348,48862,2233.6722,61115,0,1,9,2014-12-09,2014-12-14,1,0,1,12206,6,0,1,2,50,628,24
2014-11-22;08:57:55,2,3,66,348,48862,2233.6722,61115,0,1,9,2014-12-09,2014-12-14,1,0,1,12206,6,1,1,2,50,628,24
2014-03-13;20:16:21,29,1,52,38,28914,,61141,0,1,0,2014-04-10,2014-04-20,2,0,1,8791,1,0,1,4,8,110,87
2014-08-07;15:30:44,29,1,52,40,29080,,61141,0,1,2,2014-08-28,2014-08-31,2,0,1,15015,1,0,1,6,77,217,63
2014-08-14;09:39:24,29,1,52,40,29080,,61141,0,0,2,2014-09-08,2014-09-11,2,0,1,21566,1,0,1,6,208,1800,30
2014-08-14;09:45:36,29,1,52,40,29080,,61141,0,0,2,2014-09-14,2014-09-21,2,0,1,21566,1,0,1,6,208,1800,30
2014-08-14;09:46:35,29,1,52,40,29080,,61141,0,0,2,2014-09-14,2014-09-21,2,0,1,21566,1,0,1,6,208,1800,62
2014-08-19;11:15:46,29,1,52,40,29080,,61141,0,0,1,2014-11-29,2014-12-14,2,0,1,60846,6,0,1,3,182,1707,57
2014-08-19;11:19:27,29,1,52,40,29080,,61141,0,0,1,2014-11-29,2014-12-14,2,0,1,60846,6,0,1,3,182,1707,63
2014-08-19;11:20:37,29,1,52,40,29080,,61141,0,0,1,2014-11-29,2014-12-14,2,0,1,60846,6,0,1,3,182,1707,63
2014-10-17;20:02:15,29,1,52,38,28914,,61141,0,0,9,2014-11-06,2014-11-09,1,0,1,12459,5,0,1,6,127,1281,85
2014-10-28;11:06:02,29,1,52,40,29080,,61141,0,1,1,2014-11-19,2014-11-20,1,0,1,8285,1,0,1,6,21,32,2
2014-10-28;11:10:06,29,1,52,40,29080,,61141,0,1,1,2014-11-19,2014-11-20,1,0,1,8285,1,1,1,6,21,32,2
2014-11-07;14:33:57,29,1,52,40,29080,,61141,0,1,7,2014-11-29,2014-12-12,1,0,1,375,1,0,1,4,119,2063,57
2014-11-07;14:35:36,29,1,52,40,29080,,61141,0,1,7,2014-11-29,2014-12-07,1,0,1,33651,1,0,1,5,194,1528,46
2014-11-07;15:41:04,29,1,52,40,29080,,61141,0,1,9,2014-11-29,2014-12-12,1,0,1,375,1,0,4,4,119,2063,25
2014-11-07;15:44:20,29,1,52,40,29080,,61141,0,1,9,2014-11-29,2014-12-12,1,0,1,375,1,0,1,4,119,2063,81
2014-11-07;15:48:42,29,1,52,40,29080,,61141,0,1,9,2014-11-29,2014-12-13,1,0,1,8225,1,0,1,4,124,1939,82
2014-11-07;16:05:16,29,1,52,40,29080,,61141,0,1,9,2014-11-29,2014-12-06,1,0,1,8225,1,0,1,4,124,1939,67
2014-11-07;16:09:37,29,1,52,40,29080,,61141,0,1,9,2014-11-29,2014-12-06,1,0,1,8225,1,0,1,4,124,1939,30
2014-12-18;14:00:09,29,1,52,40,29080,,61141,0,1,2,2015-03-11,2015-03-15,2,0,1,24359,1,0,2,6,107,822,89
2014-12-18;14:01:00,29,1,52,40,29080,,61141,0,1,2,2015-03-11,2015-03-15,2,0,1,24359,1,0,1,6,107,822,62
2014-12-18;14:02:11,29,1,52,40,29080,,61141,0,1,2,2015-03-11,2015-03-15,2,0,1,24359,1,0,1,6,107,822,67
2014-08-27;06:01:13,2,3,66,462,8833,2421.7128,61269,1,0,2,2014-08-30,2014-09-01,2,0,1,8793,1,0,2,2,50,677,47
2014-08-27;06:27:40,2,3,66,226,18982,264.421,61269,0,0,9,2014-08-30,2014-09-01,2,0,1,8793,1,0,2,2,50,677,47
2014-03-15;00:23:35,2,3,3,84,31771,,61365,0,1,9,2014-10-03,2014-10-12,2,0,1,8250,1,0,4,2,50,628,45
2014-03-15;00:46:30,2,3,3,84,31771,,61365,0,1,9,2014-10-03,2014-10-12,2,0,1,8250,1,0,2,2,50,628,45
2014-03-15;05:20:07,2,3,3,84,31771,,61365,0,1,9,2014-10-03,2014-10-12,2,0,1,8250,1,0,4,2,50,628,45
2014-03-15;05:22:28,2,3,3,84,31771,,61365,0,1,9,2014-10-03,2014-10-12,2,0,1,8250,1,0,4,2,50,628,1
2014-03-15;05:37:04,2,3,3,84,31771,,61365,0,1,9,2014-10-03,2014-10-12,2,0,1,8250,1,0,2,2,50,628,79
2014-03-15;05:54:12,2,3,3,84,31771,,61365,0,1,9,2014-10-03,2014-10-12,2,0,1,8250,1,0,4,2,50,628,1
2014-04-12;15:40:33,2,3,3,50,5703,,61365,0,1,9,2015-01-21,2015-01-31,2,0,1,8275,1,0,1,4,196,2027,82
2014-04-12;15:41:36,2,3,3,50,5703,,61365,0,1,9,2015-01-21,2015-01-31,2,0,1,8275,1,0,2,4,196,2027,55
2014-04-12;15:42:39,2,3,3,50,5703,,61365,0,1,9,2015-01-21,2015-01-31,2,0,1,8275,1,0,1,4,196,2027,64
2014-04-12;15:43:40,2,3,3,50,5703,,61365,0,1,9,2015-01-21,2015-01-31,2,0,1,8275,1,0,1,4,196,2027,22
2014-04-12;15:44:42,2,3,3,50,5703,,61365,0,1,9,2015-01-21,2015-01-31,2,0,1,8275,1,0,1,4,196,2027,64
2014-04-12;15:45:50,2,3,3,50,5703,,61365,0,1,9,2015-01-21,2015-01-31,2,0,1,8275,1,0,1,4,196,2027,11
2014-04-12;15:47:31,2,3,3,50,5703,,61365,0,1,9,2015-01-21,2015-01-31,2,0,1,8275,1,0,1,4,196,2027,61
2014-04-12;15:48:52,2,3,3,50,5703,,61365,0,1,9,2015-01-21,2015-01-21,2,0,1,8275,1,0,1,4,196,2027,21
2014-07-04;11:27:24,24,2,3,46,17667,,61450,0,0,4,2014-07-05,2014-07-06,1,0,1,1601,3,0,1,3,106,758,57
2014-07-22;10:32:52,24,2,3,48,8158,,61450,0,0,4,2014-07-26,2014-07-27,1,0,1,16267,5,0,1,3,106,108,3
2014-09-09;09:11:35,24,2,3,50,5703,,61450,0,0,4,2014-10-04,2014-10-05,1,0,1,1823,3,0,1,3,106,778,61
2014-09-23;15:41:15,24,2,3,50,5703,,61450,0,0,0,2014-10-11,2014-10-12,1,0,1,6305,1,0,1,3,106,136,40
2014-09-29;18:34:29,24,2,3,50,5703,,61450,0,0,4,2014-10-03,2014-10-05,1,0,1,1823,3,0,1,3,106,778,61
2013-07-11;19:42:16,13,1,46,157,34868,735.1176,61820,0,0,9,2014-04-28,2014-05-02,2,0,1,8746,1,0,6,6,105,29,95
2013-07-29;13:36:45,13,1,46,171,43387,452.5683,61820,0,1,9,2013-09-21,2013-09-25,2,0,1,944,3,0,1,6,70,19,95
2013-09-22;12:04:15,13,1,46,157,34868,734.7313,61820,0,1,9,2014-04-28,2014-05-02,2,0,1,8746,1,0,1,6,105,29,8
2013-09-30;14:25:24,13,1,46,157,34868,734.7313,61820,0,1,0,2014-04-28,2014-05-02,2,0,1,8746,1,0,1,6,105,29,8
2013-09-30;14:40:14,13,1,46,157,34868,734.5215,61820,0,0,0,2014-04-26,2014-05-01,2,0,1,8746,1,0,2,6,105,29,4
2013-09-30;15:15:30,13,1,46,157,34868,734.5215,61820,0,0,0,2014-04-26,2014-05-01,2,0,1,8746,1,0,1,6,105,29,4
2013-10-01;16:25:58,13,1,46,157,34868,740.2966,61820,0,1,9,2014-04-26,2014-05-01,2,0,1,8746,1,0,1,6,105,29,82
2013-10-01;16:27:03,13,1,46,157,34868,734.3049,61820,0,1,9,2014-04-26,2014-05-01,2,0,1,8746,1,0,1,6,105,29,11
2013-10-01;16:33:34,13,1,46,157,34868,734.6943,61820,0,1,9,2014-04-26,2014-05-01,2,0,1,8746,1,0,1,6,105,29,58
2013-10-01;16:45:38,13,1,46,157,34868,734.6943,61820,0,1,9,2014-04-26,2014-05-01,2,0,1,8746,1,1,1,6,105,29,58
2013-10-01;16:51:11,13,1,46,157,34868,734.6943,61820,0,0,9,2014-04-26,2014-05-01,2,0,1,8746,1,0,1,6,105,29,58
2014-05-12;13:16:36,13,1,46,244,33092,,61820,0,0,0,2014-10-20,2014-10-23,2,2,2,12210,6,0,2,6,70,19,37
2014-05-12;13:25:31,13,1,46,244,33092,,61820,0,0,0,2014-10-20,2014-10-23,2,2,2,12210,6,0,1,6,70,19,73
2014-05-12;13:33:01,13,1,46,244,33092,,61820,0,1,0,2014-10-20,2014-10-23,2,2,2,8253,1,0,4,6,70,19,25
2014-05-12;13:44:42,13,1,46,244,33092,,61820,0,1,0,2014-10-20,2014-10-23,2,2,2,8253,1,0,1,6,70,19,37
2014-05-12;13:57:14,13,1,46,244,33092,,61820,0,1,0,2014-10-20,2014-10-23,2,2,2,8253,1,0,1,6,70,19,98
2014-06-23;23:31:17,24,2,3,50,5703,,61820,1,1,9,2014-10-12,2014-10-18,1,0,1,8256,1,0,4,3,82,230,5
2014-06-23;23:41:01,24,2,3,50,5703,,61820,1,1,9,2014-10-12,2014-10-18,1,0,1,8256,1,0,3,3,82,230,57
2014-06-23;23:42:35,24,2,3,50,5703,,61820,1,1,9,2014-10-12,2014-10-18,1,0,1,8256,1,0,5,3,82,230,40
2014-06-23;23:49:53,24,2,3,50,5703,,61820,1,0,9,2014-10-12,2014-10-18,2,0,1,8256,1,0,1,3,82,230,40
2014-06-23;23:52:13,24,2,3,50,5703,,61820,1,1,9,2014-10-12,2014-10-18,2,0,1,8256,1,0,1,3,82,230,40
2013-04-13;14:07:50,32,1,62,13,5392,,61841,0,1,0,2013-06-12,2013-06-17,2,0,1,44045,3,0,2,2,50,701,98
2013-04-13;15:03:19,32,1,62,13,5392,,61841,0,1,0,2013-06-12,2013-06-17,2,0,1,44045,3,1,1,2,50,701,98
2013-04-15;21:58:18,32,1,62,13,5392,,61841,0,1,9,2013-06-11,2013-06-18,1,0,1,8260,1,0,2,2,50,701,98
2013-04-15;22:18:22,32,1,62,13,5392,,61841,0,1,9,2013-06-11,2013-06-18,1,0,1,8260,1,0,1,2,50,701,91
2013-04-15;22:20:30,32,1,62,13,5392,,61841,0,1,9,2013-06-11,2013-06-18,1,0,1,8260,1,0,1,2,50,701,83
2013-06-09;18:46:28,13,1,46,166,19235,,61841,0,0,4,2013-11-15,2013-11-16,2,0,1,33920,1,0,2,2,50,460,32
2013-06-09;18:47:40,13,1,46,166,19235,,61841,0,0,4,2013-11-15,2013-11-16,2,0,1,33920,1,0,2,2,50,460,47
2013-06-09;18:52:09,13,1,46,166,19235,,61841,0,0,4,2013-11-15,2013-11-16,2,0,1,33920,1,1,1,2,50,460,47
2013-08-11;11:01:52,32,1,62,13,31730,,61841,0,1,9,2013-11-15,2013-11-29,0,0,1,6387,1,0,1,6,170,1894,46
2013-08-11;11:03:32,32,1,62,13,31730,,61841,0,1,9,2013-11-15,2013-11-29,0,0,1,6387,1,0,1,6,170,1894,29
2013-08-13;10:30:27,32,1,62,135,43030,,61841,0,1,9,2013-11-16,2013-11-30,0,0,1,6387,1,0,4,6,170,1894,29
2013-08-13;10:42:45,32,1,62,135,43030,,61841,0,1,9,2013-11-16,2013-11-30,0,0,1,6387,1,0,2,6,170,1894,29
2013-08-13;10:52:09,32,1,62,135,43030,,61841,0,1,9,2013-11-16,2013-11-30,0,0,1,6387,1,0,1,6,170,1894,64
2013-08-13;11:07:55,32,1,62,135,43030,,61841,0,1,9,2013-11-16,2013-11-30,0,0,1,6387,1,0,1,6,170,1894,29
2013-08-13;11:43:18,32,1,62,135,43030,,61841,0,1,9,2013-11-20,2013-12-01,0,0,1,6387,1,0,1,6,170,1894,29
2013-08-13;12:14:43,32,1,62,135,43030,,61841,0,1,9,2013-11-16,2013-11-26,0,0,1,6387,1,0,1,6,170,1894,29
2013-08-13;12:21:37,32,1,62,135,43030,,61841,0,1,9,2013-11-16,2013-12-01,0,0,1,6387,1,0,3,6,170,1894,29
2013-08-13;12:33:58,32,1,62,135,43030,,61841,0,1,9,2013-11-16,2013-11-21,0,0,1,8252,1,0,1,6,170,313,36
2013-08-13;12:47:47,32,1,62,135,43030,,61841,0,1,9,2013-11-16,2013-11-21,0,0,1,8252,1,1,1,6,170,313,36
2013-08-13;13:17:02,32,1,62,135,43030,,61841,0,1,9,2013-11-16,2013-12-01,0,0,1,6387,1,1,1,6,170,1894,29
2013-08-13;18:07:23,32,1,62,135,43030,,61841,0,1,9,2013-09-05,2013-09-14,2,0,1,8253,1,0,1,6,70,19,33
2013-08-13;21:59:17,32,1,62,135,43030,,61841,0,0,9,2013-09-05,2013-09-09,2,0,1,8616,3,0,1,6,70,19,76
2013-08-13;22:03:07,32,1,62,135,43030,,61841,0,0,9,2013-09-05,2013-09-09,2,0,1,8616,3,0,1,6,70,19,55
2013-08-13;22:07:55,32,1,62,135,43030,,61841,0,0,9,2013-09-05,2013-09-09,2,0,1,8616,3,0,1,6,70,19,25
2013-09-17;12:23:54,32,1,62,135,43030,,61841,0,1,9,2013-11-16,2013-12-01,2,0,1,24174,6,0,1,6,170,1894,64
2013-09-17;12:25:32,32,1,62,135,43030,,61841,0,1,9,2013-11-16,2013-12-01,2,0,1,24174,6,0,1,6,170,1894,29
2014-04-11;22:33:23,32,1,62,135,14356,,61841,0,0,9,2014-05-02,2014-05-05,2,0,1,31295,4,0,2,6,105,29,64
2014-04-11;22:35:07,32,1,62,135,14356,,61841,0,0,9,2014-05-02,2014-05-05,2,0,1,31295,4,0,1,6,105,29,8
2014-04-11;22:40:20,32,1,62,135,14356,,61841,0,0,9,2014-05-02,2014-05-05,2,0,1,31295,4,0,1,6,105,29,22
2014-04-11;22:41:19,32,1,62,135,14356,,61841,0,0,9,2014-05-02,2014-05-05,2,0,1,31295,4,0,1,6,105,29,89
2014-04-11;22:44:14,32,1,62,135,14356,,61841,0,1,9,2014-05-02,2014-05-05,2,0,1,31295,4,0,1,6,105,29,8
2014-04-11;22:45:00,32,1,62,135,14356,,61841,0,0,9,2014-05-02,2014-05-05,2,0,1,31295,4,0,1,6,105,29,11
2014-04-11;22:46:33,32,1,62,135,14356,,61841,0,0,9,2014-05-02,2014-05-05,2,0,1,31295,4,0,1,6,105,29,8
2014-04-11;22:51:27,32,1,62,135,14356,,61841,0,0,9,2014-05-02,2014-05-05,2,0,1,31295,4,0,1,6,105,29,22
2014-04-11;23:17:34,32,1,62,135,14356,,61841,0,0,9,2014-05-02,2014-05-05,2,0,1,21788,6,0,6,6,105,29,22
2014-04-11;23:20:58,32,1,62,135,14356,,61841,0,0,9,2014-05-02,2014-05-05,2,0,1,21788,6,0,1,6,105,29,60
2014-04-11;23:24:34,32,1,62,135,14356,,61841,0,0,9,2014-05-02,2014-05-05,2,0,1,21788,6,0,1,6,105,29,89
2014-04-11;23:27:13,32,1,62,135,14356,,61841,0,0,9,2014-05-02,2014-05-05,2,0,1,21788,6,0,1,6,105,29,8
2014-04-11;23:29:01,32,1,62,135,14356,,61841,0,0,9,2014-05-02,2014-05-05,2,0,1,21788,6,0,1,6,105,29,43
2014-04-11;23:31:19,32,1,62,135,14356,,61841,0,0,9,2014-05-02,2014-05-05,2,0,1,21788,6,0,2,6,105,29,89
2014-04-11;23:33:45,32,1,62,135,14356,,61841,0,0,9,2014-05-02,2014-05-05,2,0,1,21788,6,0,2,6,105,29,8
2014-06-16;18:59:07,32,1,62,135,43030,,61841,0,1,9,2014-10-16,2014-10-20,2,0,1,8739,1,0,2,6,144,4,90
2014-06-16;19:01:17,32,1,62,135,43030,,61841,0,1,9,2014-10-16,2014-10-20,2,0,1,8739,1,0,2,6,144,4,3
2014-06-16;19:04:44,32,1,62,135,43030,,61841,0,1,9,2014-10-16,2014-10-20,2,0,1,8739,1,0,1,6,144,4,20
2014-06-16;19:13:33,32,1,62,135,43030,,61841,0,1,9,2014-10-16,2014-10-20,2,0,1,8739,1,0,1,6,144,4,68
2014-06-16;19:14:58,32,1,62,135,43030,,61841,0,1,9,2014-10-16,2014-10-20,2,0,1,8739,1,0,1,6,144,4,16
2014-06-16;19:17:52,32,1,62,135,43030,,61841,0,1,9,2014-10-16,2014-10-20,2,0,1,8739,1,0,1,6,144,4,15
2014-06-16;19:28:34,32,1,62,135,43030,,61841,0,1,9,2014-10-16,2014-10-20,2,0,1,8739,1,0,2,6,144,4,30
2014-06-16;19:37:07,32,1,62,135,43030,,61841,0,1,9,2014-10-16,2014-10-20,0,0,1,8739,1,0,1,6,144,4,46
2014-06-16;19:39:42,32,1,62,135,43030,,61841,0,1,9,2014-10-16,2014-10-20,0,0,1,8739,1,0,7,6,144,4,29
2014-06-16;20:24:06,32,1,62,135,43030,,61841,0,1,9,2014-10-16,2014-10-20,0,0,1,8739,1,1,1,6,144,4,29
2014-09-28;16:47:45,32,1,62,135,43030,,61841,0,1,9,2014-11-20,2014-12-01,2,0,1,22438,1,0,1,6,105,1243,20
2014-09-28;16:57:02,32,1,62,135,43030,,61841,0,1,9,2014-11-20,2014-12-01,2,0,1,22438,1,0,1,6,105,1243,62
2014-09-28;16:59:30,32,1,62,135,43030,,61841,0,1,9,2014-11-20,2014-12-01,0,0,1,22438,1,0,1,6,105,1243,22
2014-09-28;17:02:04,32,1,62,135,43030,,61841,0,1,9,2014-11-20,2014-12-01,0,0,1,22438,1,0,1,6,105,1243,20
2014-09-28;17:02:49,32,1,62,135,43030,,61841,0,1,9,2014-11-20,2014-12-01,0,0,1,22438,1,0,1,6,105,1243,8
2014-09-28;17:05:17,32,1,62,135,43030,,61841,0,1,9,2014-11-20,2014-12-01,0,0,1,22438,1,0,2,6,105,1243,67
2014-09-28;17:07:38,32,1,62,135,43030,,61841,0,1,9,2014-11-20,2014-12-01,0,0,1,22438,1,0,1,6,105,1243,78
2014-09-28;17:15:22,32,1,62,135,43030,,61841,0,1,9,2014-11-19,2014-12-01,0,0,1,18965,1,0,1,6,77,1410,61
2014-09-28;17:18:30,32,1,62,135,43030,,61841,0,1,9,2014-11-19,2014-12-01,0,0,1,18965,1,0,2,6,77,1410,29
2014-09-28;17:24:29,32,1,62,135,43030,,61841,0,1,9,2014-11-19,2014-12-01,0,0,1,18965,1,0,1,6,77,1410,46
2014-09-28;17:29:37,32,1,62,135,43030,,61841,0,1,9,2014-11-19,2014-12-01,0,0,1,18965,1,0,1,6,77,1410,82
2014-09-28;17:31:37,32,1,62,135,43030,,61841,0,1,9,2014-11-19,2014-12-01,0,0,1,18965,1,0,1,6,77,1410,29
2014-09-28;17:34:51,32,1,62,135,43030,,61841,0,1,9,2014-11-19,2014-12-01,0,0,1,18965,1,0,2,6,77,1410,81
2014-09-28;17:39:16,32,1,62,135,43030,,61841,0,1,9,2014-11-19,2014-12-01,0,0,1,18965,1,0,1,6,77,1410,82
2014-09-28;17:42:41,32,1,62,135,43030,,61841,0,1,9,2014-11-19,2014-12-01,0,0,1,18965,1,0,1,6,77,1410,61
2014-09-28;17:44:49,32,1,62,135,43030,,61841,0,1,9,2014-11-19,2014-12-01,0,0,1,18965,1,0,1,6,77,1410,62
2014-09-28;17:46:20,32,1,62,135,43030,,61841,0,1,9,2014-11-19,2014-12-01,0,0,1,18965,1,0,1,6,77,1410,58
2014-09-28;17:49:05,32,1,62,135,43030,,61841,0,1,9,2014-11-19,2014-12-01,0,0,1,18965,1,0,1,6,77,1410,43
2014-09-28;17:51:23,32,1,62,135,43030,,61841,0,1,9,2014-11-19,2014-12-01,0,0,1,18965,1,0,5,6,77,1410,82
2014-09-28;17:58:31,32,1,62,135,43030,,61841,0,1,9,2014-11-19,2014-12-01,0,0,1,18965,1,0,1,6,77,1410,36
2014-09-28;19:21:13,32,1,62,135,43030,,61841,0,1,9,2014-11-20,2014-11-30,0,0,1,21,1,0,2,6,77,1454,76
2014-09-28;19:30:23,32,1,62,135,43030,,61841,0,1,9,2014-11-20,2014-11-30,0,0,1,21,1,0,1,6,77,1454,30
2014-09-28;19:31:45,32,1,62,135,43030,,61841,0,1,9,2014-11-20,2014-11-30,0,0,1,21,1,0,1,6,77,1454,36
2014-09-28;19:34:39,32,1,62,135,43030,,61841,0,1,9,2014-11-20,2014-11-30,0,0,1,21,1,0,1,6,77,1454,15
2014-09-28;19:36:21,32,1,62,135,43030,,61841,0,1,9,2014-11-20,2014-11-30,0,0,1,21,1,0,1,6,77,1454,82
2014-09-28;19:39:02,32,1,62,135,43030,,61841,0,1,9,2014-11-20,2014-11-30,0,0,1,21,1,0,1,6,77,1454,81
2014-09-28;19:42:31,32,1,62,135,43030,,61841,0,1,9,2014-11-20,2014-11-30,0,0,1,21,1,0,1,6,77,1454,11
2014-09-28;19:46:55,32,1,62,135,43030,,61841,0,1,9,2014-11-20,2014-11-30,0,0,1,21,1,0,1,6,77,1454,57
2014-09-28;19:47:28,32,1,62,135,43030,,61841,0,1,9,2014-11-20,2014-11-30,0,0,1,21,1,0,1,6,77,1454,20
2014-09-28;19:52:42,32,1,62,135,43030,,61841,0,1,9,2014-11-20,2014-11-30,0,0,1,21,1,0,1,6,77,1454,61
2014-09-28;19:55:35,32,1,62,135,43030,,61841,0,1,9,2014-11-20,2014-11-30,0,0,1,21,1,0,1,6,77,1454,78
2014-09-28;19:59:52,32,1,62,135,43030,,61841,0,1,9,2014-11-20,2014-11-30,0,0,1,21,1,0,3,6,77,1454,29
2014-09-28;20:33:25,32,1,62,135,43030,,61841,0,0,9,2014-11-19,2014-12-01,1,0,1,18965,1,0,1,6,77,1410,78
2014-09-28;20:45:36,32,1,62,135,43030,,61841,0,1,9,2014-11-19,2014-12-01,0,0,1,18965,1,0,3,6,77,1410,44
2014-09-28;21:19:50,32,1,62,135,43030,,61841,0,1,9,2014-11-19,2014-12-01,0,0,1,18965,1,1,1,6,77,1410,82
2014-10-10;15:17:51,32,1,62,135,43030,,61841,0,1,9,2014-10-30,2014-11-02,0,0,1,8253,1,0,1,6,70,19,70
2014-10-10;15:23:04,32,1,62,135,43030,,61841,0,1,9,2014-10-30,2014-11-02,0,0,1,8253,1,0,1,6,70,19,98
2014-10-10;15:27:35,32,1,62,135,43030,,61841,0,1,9,2014-10-30,2014-11-02,0,0,1,8253,1,0,2,6,70,19,17
2014-10-10;15:44:01,32,1,62,135,43030,,61841,0,1,9,2014-10-30,2014-11-03,0,0,1,8253,1,0,1,6,70,19,76
2014-10-10;15:44:40,32,1,62,135,43030,,61841,0,1,9,2014-10-30,2014-11-03,0,0,1,8253,1,0,1,6,70,19,17
2014-12-16;21:26:06,32,1,62,135,43030,,61841,0,1,9,2015-01-01,2015-01-06,0,0,1,8745,1,0,1,6,204,27,9
2014-12-16;22:36:56,32,1,62,135,43030,,61841,0,1,9,2015-01-01,2015-01-06,0,0,1,8817,1,0,2,6,77,132,36
2014-12-19;19:29:56,32,1,62,135,43030,,61841,0,1,2,2015-01-02,2015-01-07,2,0,1,8745,1,0,1,6,204,27,58
2014-12-19;19:33:17,32,1,62,135,43030,,61841,0,1,2,2015-01-02,2015-01-07,2,0,1,8745,1,0,2,6,204,27,17
2014-12-19;19:39:44,32,1,62,135,43030,,61841,0,1,2,2015-01-02,2015-01-07,2,0,1,8745,1,0,1,6,204,27,10
2014-12-19;19:43:47,32,1,62,135,43030,,61841,0,1,2,2015-01-02,2015-01-07,0,0,1,8745,1,0,1,6,204,27,64
2014-12-19;19:47:05,32,1,62,135,43030,,61841,0,1,2,2015-01-02,2015-01-07,0,0,1,8745,1,0,2,6,204,27,68
2014-12-19;19:48:56,32,1,62,135,43030,,61841,0,1,2,2015-01-02,2015-01-07,0,0,1,8745,1,0,1,6,204,27,11
2014-12-19;19:49:54,32,1,62,135,43030,,61841,0,1,2,2015-01-02,2015-01-07,0,0,1,8745,1,0,1,6,204,27,75
2014-12-19;19:52:43,32,1,62,135,43030,,61841,0,1,2,2015-01-02,2015-01-07,0,0,1,8745,1,0,1,6,204,27,2
2014-12-19;19:54:23,32,1,62,135,43030,,61841,0,1,2,2015-01-02,2015-01-07,0,0,1,8745,1,0,1,6,204,27,11
2014-12-19;19:56:35,32,1,62,135,43030,,61841,0,1,2,2015-01-02,2015-01-07,0,0,1,8745,1,0,3,6,204,27,64
2014-12-19;20:03:27,32,1,62,135,43030,,61841,0,1,2,2015-01-02,2015-01-07,0,0,1,8745,1,0,1,6,204,27,9
2014-12-19;20:24:49,32,1,62,135,43030,,61841,0,1,2,2015-01-02,2015-01-07,0,0,1,8745,1,1,1,6,204,27,64
2013-06-10;21:31:26,37,1,69,566,49966,,61862,0,1,9,2013-07-28,2013-08-02,2,0,1,51923,1,1,1,6,204,1478,7
2013-09-11;12:14:31,37,1,69,931,47040,,61862,0,1,1,2013-10-13,2013-10-18,2,0,1,18077,1,0,1,6,15,150,2
2013-09-11;12:16:56,37,1,69,931,47040,,61862,0,1,1,2013-10-13,2013-10-18,2,0,1,18077,1,0,1,6,15,150,15
2013-09-11;12:41:53,37,1,69,931,47040,,61862,0,1,1,2013-10-13,2013-10-18,2,0,1,1580,3,0,2,6,77,132,59
2013-09-11;12:48:28,37,1,69,931,47040,,61862,0,1,1,2013-10-13,2013-10-18,2,0,1,1580,3,0,1,6,77,132,90
2013-09-11;12:52:42,37,1,69,931,47040,,61862,0,1,1,2013-10-13,2013-10-18,2,0,1,1580,3,0,1,6,77,132,30
2013-09-11;13:10:19,37,1,69,931,47040,,61862,0,1,1,2013-10-13,2013-10-17,2,0,1,1750,3,0,2,6,77,774,82
2013-09-11;13:29:25,37,1,69,931,47040,,61862,0,1,1,2013-10-13,2013-10-18,2,0,1,8213,1,0,1,6,68,275,37
2013-09-15;16:27:57,37,1,69,931,47040,,61862,0,1,4,2013-10-13,2013-10-18,2,0,1,8213,1,1,1,6,68,275,33
2013-06-23;18:43:11,13,1,46,347,17260,5463.2663,61884,1,0,9,2013-07-25,2013-07-28,2,3,1,8250,1,0,1,2,50,628,91
2013-06-23;18:45:21,13,1,46,347,17260,5464.5992,61884,1,0,9,2013-07-25,2013-07-28,2,3,1,8250,1,0,1,2,50,628,79
2013-06-23;18:47:40,13,1,46,347,17260,5464.1852,61884,1,0,9,2013-07-25,2013-07-28,2,3,1,8250,1,0,2,2,50,628,1
2013-06-23;18:49:43,13,1,46,347,17260,5464.1852,61884,1,0,9,2013-07-25,2013-07-28,2,3,2,8250,1,0,2,2,50,628,1
2013-06-23;19:06:57,13,1,46,347,17260,5465.5601,61884,1,0,9,2013-07-25,2013-07-28,2,3,1,8250,1,0,1,2,50,628,54
2013-06-23;19:07:52,13,1,46,347,17260,5465.5601,61884,1,0,9,2013-07-25,2013-07-28,2,3,2,8250,1,0,1,2,50,628,54
2013-06-23;19:09:10,13,1,46,347,17260,5464.9575,61884,1,0,9,2013-07-25,2013-07-28,2,3,2,8250,1,0,2,2,50,628,45
2013-06-23;19:14:56,13,1,46,347,17260,5466.1918,61884,1,0,9,2013-07-25,2013-07-28,2,3,2,8250,1,0,2,2,50,628,84
